subID,mean_cv_rt,mean_oe_rt,pure_RT,switch_altrun_rt,non_altrun_rt,switch_rand_rt,non_rand_rt,global_cost_alt_RT,global_cost_rand_RT,local_switch_cost_alt_RT,local_switch_cost_rand_RT
28,679.173913,677.6516854,678.4127992,1435.942308,1334.018182,1622.137255,1288.272727,655.6053826,609.8599281,101.9241259,333.8645276
29,549.5052632,645.7096774,597.6074703,1154.036364,1139.035088,1255.830189,1047.888889,541.4276174,450.2814186,15.00127592,207.9412998
30,646.8111111,724.0888889,685.45,1741.037037,1838.872727,2057.896552,1949.677966,1153.422727,1264.227966,-97.83569024,108.2185856
31,628.0947368,636.3191489,632.2069429,1412.070175,1348,1388.396552,1210.928571,715.7930571,578.7216285,64.07017544,177.4679803
34,603.9684211,667.7052632,635.8368421,1355.109091,1181.103448,1461.035714,1395.385965,545.2666062,759.5491228,174.0056426,65.64974937
35,438.5384615,414.9545455,426.7465035,1211.415094,1134.157895,1219.864407,1048.785714,707.4113912,622.0392108,77.2571996,171.0786925
37,868.8,1070.209302,969.5046512,1800.296296,2184.533333,2133.296296,1718.12,1215.028682,748.6153488,-384.237037,415.1762963
38,550.344086,571.0106383,560.6773622,1366,1298.696429,1318.345455,1107.553571,738.0190664,546.8762093,67.30357143,210.7918831
39,427.6046512,443.1666667,435.3856589,1158.942308,1058.20339,1030.418182,954.5471698,622.8177309,519.1615109,100.7389179,75.87101201
40,560.3,563.8043478,562.0521739,1139.535714,1088.857143,1222.5,1234.981481,526.8049689,672.9293076,50.67857143,-12.48148148
43,545.5744681,635.3846154,590.4795417,1329.350877,1337.596491,1103.785714,966.7777778,747.1169495,376.298236,-8.245614035,137.0079365
44,767.4946237,762.9347826,765.2147031,1561.056604,1545.729167,1924.8,1782.945455,780.5144635,1017.730751,15.32743711,141.8545455
45,543.3368421,565.5913978,554.46412,964.0535714,1000.25,870.8103448,884.0727273,445.78588,329.6086073,-36.19642857,-13.26238245
46,624.1758242,585.2359551,604.7058896,1462.408163,1440.275862,1400.792453,1297.462963,835.5699725,692.7570733,22.1323012,103.3294899
47,666.712766,701.5698925,684.1413292,1346.446429,1389.12069,1223.036364,1229.2,704.9793604,545.0586708,-42.67426108,-6.163636364
49,627.2,644.3406593,635.7703297,802.0512821,712.725,593.3809524,732.3571429,76.95467033,96.58681319,89.32628205,-138.9761905
50,468.106383,575.2637363,521.6850596,1000.166667,1005.82,958.6949153,960.7636364,484.1349404,439.0785767,-5.653333333,-2.068721109
51,556.4680851,537.7157895,547.0919373,1450.034483,1054.7,1446.551724,1142.245614,507.6080627,595.1536767,395.3344828,304.3061101
52,515.8829787,618.326087,567.1045328,1366.418605,1305.924528,569.0454545,588.2666667,738.8199955,21.16213383,60.49407635,-19.22121212
53,493.106383,542.8255814,517.9659822,1249.705882,1105.118644,1309.315789,1194.090909,587.1526619,676.1249269,144.5872383,115.2248804
54,578.875,548.9186047,563.8968023,1245.45283,1283.156863,1240.491228,1161.068966,719.2600604,597.1721632,-37.70403256,79.42226255
55,866.2903226,833.7865169,850.0384197,2390.767857,1953.716667,1973.77193,1860.842105,1103.678247,1010.803686,437.0511905,112.9298246
56,649.5333333,713.4673913,681.5003623,1430.591837,1603.254545,1510.614035,1278.157895,921.7541831,596.6575324,-172.6627087,232.4561404
57,417.255814,562.6506024,489.9532082,992.7222222,845.0545455,913.3272727,867.2884615,355.1013373,377.3352534,147.6676768,46.03881119
58,848.9784946,959.1290323,904.0537634,2058.52,1343.232143,1750.77193,1415.309091,439.1783794,511.2553275,715.2878571,335.4628389
59,697.9468085,767.7173913,732.8320999,1612.306122,1273.068966,1470.965517,1388.385965,540.2368656,655.553865,339.2371569,82.57955233
61,506.1182796,506.0736842,506.0959819,1073.724138,961.8305085,1078.423729,983.3793103,455.7345266,477.2833285,111.8936295,95.04441847
62,630.106383,650.2421053,640.1742441,1249.525424,1275.053571,1327.933333,1274.964912,634.8793273,634.7906682,-25.5281477,52.96842105
63,526.9894737,577.4315789,552.2105263,1066.155172,1033.178571,992.0535714,855.4909091,480.9680451,303.2803828,32.97660099,136.5626623
64,600.8421053,919.0543478,759.9482265,1337.392857,1343.684211,1365.719298,1202.534483,583.735984,442.5862562,-6.291353383,163.1848155
65,574.8478261,542.9111111,558.8794686,1477.942308,1420.833333,1310.907407,1021.134615,861.9538647,462.2551468,57.10897436,289.772792
66,509.8736842,568.3655914,539.1196378,1039.857143,1073.75,1264.254902,994.2830189,534.6303622,455.1633811,-33.89285714,269.9718831
67,472.6979167,521.9893617,497.3436392,992.5172414,955.2758621,938.2857143,818.4642857,457.9322229,321.1206465,37.24137931,119.8214286
69,529.4623656,536.1382979,532.8003317,1185.796296,1142.271186,1040.457627,1051.421053,609.4708547,518.6207209,43.52510986,-10.96342551
70,497.978022,532.1888889,515.0834554,987.1320755,735.4655172,1085.722222,790.2156863,220.3820618,275.1322308,251.6665582,295.5065359
71,870.7978723,1041.597701,956.1977867,1509.413043,1225.693878,1756.033898,1388.472727,269.4960908,432.2749405,283.7191659,367.561171
72,535.0898876,566.7790698,550.9344787,1145.218182,1111.526316,1217.8,1026.982456,560.5918371,476.0479774,33.69186603,190.8175439
73,691.7894737,868.0215054,779.9054895,1292.719298,1428.339286,1234.65,1164.37931,648.4337962,384.4738208,-135.6199875,70.27068966
74,605.8426966,686.1011236,645.9719101,1467.829787,1350.647059,1548.346154,1259.181818,704.6751487,613.2099081,117.1827284,289.1643357
75,919.3894737,1154.457447,1036.92346,2713.035714,2422.186441,2241.181818,2107.886792,1385.26298,1070.963332,290.8492736,133.2950257
77,613.9354839,675.7096774,644.8225806,1528.296296,1508.363636,1571.385965,1270.074074,863.5410557,625.2514934,19.93265993,301.3118908
78,675.4565217,691.8369565,683.6467391,1589.692308,1138.947368,1789.152542,1390.481481,455.3006293,706.8347424,450.7449393,398.6710609
80,783.5212766,929.9784946,856.7498856,1961.666667,2161.79661,2210.807018,1805.272727,1305.046725,948.5228417,-200.1299435,405.5342903
81,736.3333333,746.6315789,741.4824561,1465.358491,1350.559322,1343.949153,1117.017544,609.0768659,375.5350877,114.7991685,226.9316087
82,541.8478261,686.5730337,614.2104299,1490.339286,1147.316667,1696.145455,1165.759259,533.1062368,551.5488294,343.022619,530.3861953
83,586.1505376,627.0531915,606.6018646,1394.910714,1383.418182,1313.576271,1133.462963,776.8163173,526.8610984,11.49253247,180.1133082
84,720.0425532,697.8631579,708.9528555,1317.465517,1063.20339,1562.745455,1222.75,354.2505343,513.7971445,254.2621274,339.9954545
85,718.4148936,965.2446809,841.8297872,1979.465517,2012.827586,1631.581818,1352.909091,1170.997799,511.0793037,-33.36206897,278.6727273
86,668.5638298,688.9139785,678.7389041,1462.568966,1336.303571,1673.491228,1353.964912,657.5646673,675.2260081,126.2653941,319.5263158
87,610.4583333,639.0106383,624.7344858,1321.035714,1274.180328,1174.872727,1203.607143,649.4458421,578.872657,46.85538642,-28.73441558
88,604.59375,829.0108696,716.8023098,1728.75,1284.818182,1979.037736,1430.090909,568.015872,713.2885993,443.9318182,548.9468268
89,598.9574468,671.4347826,635.1961147,1351.709091,1328.981481,1347.071429,1146.727273,693.7853668,511.531158,22.72760943,200.3441558
90,587.9120879,605.1847826,596.5484353,1152.759259,786.7636364,1297.821429,1063.931034,190.2152011,467.3825992,365.9956229,233.8903941
91,472.9479167,590.6702128,531.8090647,1403.517857,1321.322034,1234.966667,1170.339286,789.5129692,638.530221,82.19582324,64.62738095
92,521.7888889,520.3586957,521.0737923,1110.77193,948.2372881,1125.036364,961.7966102,427.1634959,440.7228179,162.5346417,163.2397535
93,522.6595745,584.4893617,553.5744681,1022.071429,987.4137931,1008.684211,1005.333333,433.839325,451.7588652,34.65763547,3.350877193
94,891.2978723,1024.362637,957.8302549,1354.446429,1500.086207,1450.147541,1387.122807,542.255952,429.2925522,-145.6397783,63.02473397
97,443.7849462,484.6451613,464.2150538,1173.581818,1220.508475,1262.186441,1175.62069,756.2934208,711.4056359,-46.92665639,86.56575102
98,639.4623656,620.2659574,629.8641615,1016.537037,916.4285714,1149.087719,949.625,286.5644099,319.7608385,100.1084656,199.4627193
99,868.0430108,874.9574468,871.5002288,1757.689655,1373.915254,1819,1360.446429,502.4150255,488.9461998,383.7744009,458.5535714
100,531.5157895,557.1827957,544.3492926,1107.703704,1005.258621,1267.267857,958.5517241,460.9093281,414.2024316,102.445083,308.716133
101,706.4680851,895.076087,800.772086,1283.5,1172.428571,1221.862069,1201.277778,371.6564854,400.5056917,111.0714286,20.58429119
102,567.0108696,605.5894737,586.3001716,1293.020408,1448.056604,1304.259259,1360.823529,861.7564321,774.5233578,-155.0361956,-56.56427015
